"","X","MES","FECHA","LINEA","ACTIVIDAD","INSTITUCIÓN","POBLACIÓN","DIRECCIÓN","BARRIO","COMUNA","PERSONAS SENSIBILIZADAS","MUJERES","HOMBRES","NIÑO","JOVEN","ADULTO","P.MAYOR","PEATÓN","CICLISTA","MOTOCICLISTA","CONDUCTOR","ACOMPAÑANTE.Y.O.PASAJERO","HOMBRES","JOVEN..14.a.28.años..1","ADULTO..29.a.59.años..1","PERSONA.MAYOR..60..años.y.más..1","PEATÓN.1","CICLISTA.1","MOTOCICLISTA.1","CONDUCTOR.1","ACOMPAÑANTE.Y.O.PASAJERO.1","No..DE.PROFESIONALES.VINCULADOS","No..DE.AUXILIARES.VINCULADOS","No..DE.PROFESIONALES.CONTRATISTAS","No..DE.AUXILIARES.CONTRATISTAS","NCOMUNA"
"402",402,"Febrero","miércoles, 21 de febrero de 2018","Instituciones educativas e IES","Reunión inicial instituciones educativas","Universidad CES","Instituciones de Educación Superior 
","Cl. 10a #22 - 04","Poblado","Comuna14ElPoblado",1,1,0,"0",0,1,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,14
"403",403,"Febrero","lunes, 19 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","70 entre la 44 y cir 1 ","Laureles","Comuna11LaurelesEstadio",43,12,31,"0",4,7,1,3,0,4,5,0,"0",9,21,1,6,1,15,9,0,0,0,2,5,11
"404",404,"Febrero","martes, 20 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cll 9 A - Cll 10 A entre Cra 43 E y Cra 34","Poblado ","Comuna14ElPoblado",194,59,135,"0",23,26,10,25,4,8,17,5,"0",50,77,8,34,7,49,42,3,0,0,3,9,14
"405",405,"Febrero","miércoles, 21 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","ciudad del rio ","Poblado ","Comuna14ElPoblado",76,14,62,"0",6,5,3,3,0,0,11,0,"0",21,36,5,0,31,29,2,0,0,0,1,6,14
"406",406,"Febrero","viernes, 23 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","43b entre 10 -y 14 ","Poblado ","Comuna14ElPoblado",78,18,60,"0",1,13,4,0,0,0,17,1,"0",11,47,2,0,0,6,54,0,0,0,1,6,14
"407",407,"Febrero","sábado, 24 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","43b entre la 14 y 16 ","Poblado ","Comuna14ElPoblado",54,6,48,"0",0,6,0,0,0,0,6,0,"0",5,43,0,4,0,6,38,0,0,0,1,7,14
"408",408,"Febrero","lunes, 26 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 48 20 01","Poblado ","Comuna14ElPoblado",183,57,126,"0",32,20,5,6,0,27,20,4,"0",58,65,1,0,0,69,54,3,0,0,1,7,14
"409",409,"Febrero","martes, 27 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cra. 66b #34A - 76","Laureles","Comuna11LaurelesEstadio",78,25,53,"0",7,12,6,0,0,12,13,0,"2",28,20,5,0,0,22,18,13,0,0,1,1,11
"410",410,"Febrero","miércoles, 28 de febrero de 2018","Activaciones BTL","Sensibilizaciones de educación vial","Secretaría de Movilidad","Actores viales en general","Universidad eafit ","poblado","Comuna14ElPoblado",176,79,97,"0",31,43,5,38,0,3,38,0,"0",59,33,5,33,0,5,59,0,0,0,2,7,14
"411",411,"Marzo","jueves, 01 de marzo de 2018","Intervenciones en vía y trámites","Asesoría de usuarios","Secretaría de Movilidad","Asistentes a trámites","CR 64 72 58","Caribe","Comuna5Castilla",128,35,93,"0",19,12,4,3,0,13,19,0,"0",67,16,10,14,0,53,19,7,0,0,1,3,5
"412",412,"Marzo","viernes, 02 de marzo de 2018","Intervenciones en vía y trámites","Asesoría de usuarios","Secretaría de Movilidad","Asistentes a trámites","CR 64 72 58","Caribe","Comuna5Castilla",42,15,27,"0",7,8,0,4,0,6,5,0,"0",14,10,3,0,0,18,9,0,0,0,1,2,5
"413",413,"Febrero","sábado, 03 de febrero de 2018","Intervenciones en vía y trámites","Asesoría de usuarios","Secretaría de Movilidad","Asistentes a trámites","CR 64C  72  62","Caribe","Comuna5Castilla",130,38,92,"0",24,14,0,25,0,6,7,0,"0",48,36,8,0,0,65,22,5,0,0,1,2,5
"414",414,"Febrero","martes, 27 de febrero de 2018","Incidencia, gestión y articulación","Reunión externa de gestión","Secretaría de Juventud","Secretaría de Juventud ","Cl 44 52 165","La Alpujarra","Comuna10LaCandelaria",1,1,0,"0",0,1,0,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,2,0,10
"415",415,"Marzo","viernes, 02 de marzo de 2018","Laboratorio Creativo de Movilidad","Taller de educación vial","Institución Universitaria Pascual Bravo","Instituciones de Educación Superior 
","Calle 73 N° 73A - 226","Pilarica ","Comuna7Robledo",11,3,8,"0",2,1,0,2,0,0,1,0,"0",8,0,0,0,0,2,1,5,0,0,1,0,7
"416",416,"Febrero","lunes, 26 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 43E 46 Cll 8 9","Poblado ","Comuna14ElPoblado",138,37,101,"0",8,29,0,19,0,11,7,0,"0",20,72,9,48,0,38,13,2,0,0,1,10,14
"417",417,"Febrero","miércoles, 28 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","TR 39 AV 74","Laureles","Comuna11LaurelesEstadio",105,32,73,"0",12,15,5,8,0,9,11,4,"0",13,55,5,9,0,21,41,2,0,0,1,5,11
"418",418,"Marzo","jueves, 01 de marzo de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 43 D CL 14 10","Poblado ","Comuna14ElPoblado",62,28,34,"0",11,14,3,4,0,7,14,3,"0",11,21,2,4,0,15,14,1,0,0,1,8,14
"419",419,"Marzo","viernes, 02 de marzo de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 43E 46 Cll 8 9","Poblado ","Comuna14ElPoblado",174,68,106,"0",27,31,10,29,0,15,21,3,"0",20,81,5,27,0,42,33,4,0,0,1,7,14
"420",420,"Marzo","sábado, 03 de marzo de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 80 CLL 33 65","Belén","Comuna16Belén",95,27,68,"0",16,11,0,10,0,5,12,0,"0",18,47,3,13,0,10,45,0,0,0,2,11,16
"421",421,"Febrero","lunes, 26 de febrero de 2018","Intervenciones en vía y trámites","Sensibilizaciones de educación vial","Secretaría de Movilidad","Asistentes a trámites","CR 64C  72  58","Caribe","Comuna5Castilla",116,49,67,"0",7,17,25,49,0,0,0,0,"0",5,32,30,67,0,0,0,0,0,0,1,2,5
"422",422,"Febrero","lunes, 26 de febrero de 2018","Intervenciones en vía y trámites","Asesoría de usuarios","Secretaría de Movilidad","Asistentes a trámites","CR 64C  72  58","Caribe","Comuna5Castilla",210,104,106,"0",37,44,21,104,0,0,0,0,"0",38,45,21,106,0,0,0,0,0,0,1,2,5
"423",423,"Febrero","martes, 27 de febrero de 2018","Intervenciones en vía y trámites","Sensibilizaciones de educación vial","Secretaría de Movilidad","Asistentes a trámites","CR 64C  72  58","Caribe","Comuna5Castilla",56,44,12,"2",15,25,4,44,0,0,0,0,"2",2,9,1,12,0,0,0,0,0,0,1,2,5
"424",424,"Febrero","martes, 27 de febrero de 2018","Intervenciones en vía y trámites","Asesoría de usuarios","Secretaría de Movilidad","Asistentes a trámites","CR 64C  72  58","Caribe","Comuna5Castilla",89,43,46,"0",10,19,14,43,0,0,0,0,"0",11,20,15,46,0,0,0,0,0,0,1,2,5
"425",425,"Febrero","miércoles, 28 de febrero de 2018","Intervenciones en vía y trámites","Sensibilizaciones de educación vial","Secretaría de Movilidad","Asistentes a trámites","CR 64C  72  58","Caribe","Comuna5Castilla",58,14,44,"0",11,2,1,14,0,0,0,0,"0",24,13,7,44,0,0,0,0,0,0,1,2,5
"426",426,"Febrero","miércoles, 28 de febrero de 2018","Intervenciones en vía y trámites","Asesoría de usuarios","Secretaría de Movilidad","Asistentes a trámites","CR 64C  72  58","Caribe","Comuna5Castilla",89,40,49,"0",25,15,0,40,0,0,0,0,"0",26,20,3,49,0,0,0,0,0,0,1,2,5
"427",427,"Febrero","lunes, 26 de febrero de 2018","Poblaciones especiales","Taller de educación vial","San Sebastian","Clubes de Vida ","cra 46 #  41-26","Niquitao","Comuna10LaCandelaria",22,21,1,"0",0,0,21,21,0,0,0,0,"0",0,0,1,1,0,0,0,0,1,0,0,0,10
"428",428,"Febrero","martes, 27 de febrero de 2018","Poblaciones especiales","Reunión externa de gestión","las palmas","Clubes de Vida ","cra 40 #  40 - 12","el salvador","Comuna10LaCandelaria",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,10
"429",429,"Marzo","jueves, 01 de marzo de 2018","Poblaciones especiales","Reunión externa de gestión","Nuevo Atardecer","Clubes de Vida ","cra 50A # 62 - 33","Prado centro","Comuna10LaCandelaria",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,10
"430",430,"Marzo","jueves, 01 de marzo de 2018","Poblaciones especiales","Reunión externa de gestión","Laureles","Clubes de Vida ","Cra 79 # 38 - 56","Laureles","Comuna10LaCandelaria",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,10
"431",431,"Marzo","viernes, 02 de marzo de 2018","Poblaciones especiales","Reunión externa de gestión","Senderos de Luz","Clubes de Vida ","Cra 77 D #   53-40","Los Colores","Comuna10LaCandelaria",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,10
"432",432,"Marzo","viernes, 02 de marzo de 2018","Poblaciones especiales","Reunión externa de gestión","Los Colores  ","Clubes de Vida ","Cra 77B  #  53 -  26","los colores ","Comuna10LaCandelaria",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,10
"433",433,"Marzo","viernes, 02 de marzo de 2018","Poblaciones especiales","Taller de educación vial","Belén","Clubes de Vida ","Cra 77 #   25-1","San Bernardo","Comuna10LaCandelaria",36,32,4,"0",0,0,32,32,0,0,0,0,"0",0,0,4,4,0,0,0,0,1,0,0,0,10
"434",434,"Febrero","lunes, 26 de febrero de 2018","Poblaciones especiales","Taller de educación vial","los Alpes","Clubes de Vida ","Clle 30 # 84 - 34","Lo s Alpes","Comuna10LaCandelaria",80,80,0,"0",0,0,80,80,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,10
"435",435,"Marzo","jueves, 01 de marzo de 2018","Experiencia-Encarrete","Encarrete Instituciones Educativas e IES","Universidad de Antioquia sede Robledo","Instituciones de Educación Superior 
","Cra. 74a N° 93 – 30 ","Robledo","Comuna7Robledo",74,25,49,"0",24,1,0,24,0,1,0,0,"0",46,2,0,31,0,15,3,0,0,0,1,3,7
"436",436,"Marzo","sábado, 03 de marzo de 2018","Experiencia-Encarrete","Encarrete Instituciones Educativas e IES","Universidad de Antioquia -  Ciudadela Universitaria","Instituciones de Educación Superior 
","Cl. 67 #53 - 108","Barrio Colombia","Comuna4Aranjuez",130,41,89,"0",28,13,0,36,0,4,1,0,"1",54,22,9,60,1,18,10,0,0,0,1,3,4
"437",437,"Febrero","lunes, 26 de febrero de 2018","Empresas","Taller de educación vial","Colcementos","Empresas comerciales y de servicios ","CRR 44 24 108","Ciudad del Rio","Comuna14ElPoblado",25,5,20,"0",2,3,0,4,0,0,1,0,"4",0,20,0,6,0,5,9,0,0,0,1,0,14
"438",438,"Febrero","lunes, 26 de febrero de 2018","Empresas","Reunión diagnóstica inicial en empresas","Centro Comercial Automotriz","Empresas privadas","Cra 43A #18-87","Manila","Comuna14ElPoblado",3,1,2,"0",1,0,0,0,0,0,0,1,"0",0,2,0,0,0,0,2,0,0,1,0,0,14
"439",439,"Febrero","lunes, 26 de febrero de 2018","Empresas","Taller de educación vial","EMI","Empresas con Plan Estratégico de Seguridad vial.","Cra. 48#14-49","LA CANDELARIA","Comuna14ElPoblado",6,4,2,"0",2,2,0,2,0,1,1,0,"0",0,2,0,0,0,0,2,0,0,1,0,0,14
"440",440,"Febrero","lunes, 26 de febrero de 2018","Empresas","Taller de educación vial","Pasteur","Empresas comerciales y de servicios ","Cra. 52 #50-55","Cabecera","Comuna10LaCandelaria",30,6,24,"0",4,2,0,2,0,2,2,0,"0",12,12,0,4,0,20,0,0,0,0,1,0,10
"441",441,"Febrero","martes, 27 de febrero de 2018","Empresas","Reunión diagnóstica inicial en empresas","Transportes Rápido San Cristóbal","Transporte Público Colectiivo","Clle 62#131-80","Perpetuo Socorro","Comuna60SanCristóbal",5,1,4,"0",1,0,0,1,0,0,0,0,"0",0,4,0,0,0,0,4,0,0,1,0,0,60
"442",442,"Febrero","martes, 27 de febrero de 2018","Empresas","Taller de educación vial","DOMESA","Empresas comerciales y de servicios ","Calle 31 44 121","Caribe","Comuna10LaCandelaria",27,0,27,"0",0,0,0,0,0,0,0,0,"0",2,25,0,0,0,27,0,0,0,0,1,0,10
"443",443,"Febrero","martes, 27 de febrero de 2018","Empresas","Reunión diagnóstica inicial en empresas","RAPIDO OCHOA","Transporte Público Colectiivo","Transversal 78 # 65 - 216","Barrio Colombia","Comuna7Robledo",1,0,1,"0",0,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,1,0,0,0,1,0,7
"444",444,"Febrero","miércoles, 28 de febrero de 2018","Empresas","Taller de educación vial","Colcementos","Empresas comerciales y de servicios ","CRR 44 24 108","Velodromo","Comuna14ElPoblado",25,4,21,"0",1,3,0,0,0,2,1,1,"0",5,16,0,0,0,8,3,10,0,0,1,0,14
"445",445,"Febrero","miércoles, 28 de febrero de 2018","Empresas","Taller de educación vial","Coonatra","Transporte Público Colectiivo","Clle 47D#78A-05","guayabal","Comuna11LaurelesEstadio",26,0,26,"0",0,0,0,0,0,0,0,0,"0",10,14,2,0,0,0,26,0,0,1,0,0,11
"446",446,"Febrero","miércoles, 28 de febrero de 2018","Empresas","Taller de educación vial","Tax Individual","Transporte Público Individual","Calle 11sur # 50-294","BLANQUIZAL","Comuna15Guayabal",8,0,8,"0",0,0,0,0,0,0,0,0,"0",1,7,0,0,0,0,8,0,0,0,1,0,15
"447",447,"Febrero","miércoles, 28 de febrero de 2018","Empresas","Taller de educación vial","Consorcio Blanquizal ","Empresas comerciales y de servicios ","Carrera 93 a N 58 d","Chagualo","Comuna13SanJavier",46,32,14,"0",2,24,6,32,0,0,0,0,"0",0,11,3,4,2,2,6,0,0,0,1,0,13
"448",448,"Marzo","jueves, 01 de marzo de 2018","Empresas","Taller de educación vial","U de A conductores","Empresas comerciales y de servicios ","CLL 67 53 108","Chagualo","Comuna4Aranjuez",31,3,28,"0",3,0,0,3,0,0,0,0,"0",0,27,1,4,0,1,23,0,0,0,1,0,4
"449",449,"Marzo","jueves, 01 de marzo de 2018","Empresas","Reunión diagnóstica inicial en empresas","Coopertransa","Transporte Público Colectiivo","CR 57 61A 44","Santa Fe","Comuna10LaCandelaria",1,1,0,"0",1,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,10
"450",450,"Marzo","jueves, 01 de marzo de 2018","Empresas","Reunión diagnóstica inicial en empresas","Avon","Empresas comerciales y de servicios ","Clle 14 #52A-272","Perpetuo Socorro","Comuna15Guayabal",3,2,1,"0",0,2,0,0,0,0,2,0,"0",0,1,0,0,0,0,1,0,0,1,0,0,15
"451",451,"Marzo","jueves, 01 de marzo de 2018","Empresas","Taller de educación vial","DOMESA","Empresas comerciales y de servicios ","Calle 31 44 121","Guayabal","Comuna10LaCandelaria",20,15,5,"0",5,10,0,5,0,10,0,0,"0",2,3,0,0,0,5,0,0,0,0,1,0,10
"452",452,"Marzo","viernes, 02 de marzo de 2018","Empresas","Taller de educación vial","Distribuciones Medellín","Empresas comerciales y de servicios ","Cl. 2 #50-21","Cuarta Brigada","Comuna15Guayabal",49,9,40,"0",6,3,0,3,0,4,2,0,"0",23,17,0,9,1,29,1,0,0,0,1,0,15
"453",453,"Marzo","viernes, 02 de marzo de 2018","Empresas","Reunión diagnóstica inicial en empresas","Transportes Medellin- Castilla","Transporte Público Colectiivo","Clle 55#70-59","LA CANDELARIA","Comuna11LaurelesEstadio",2,0,2,"0",0,0,0,0,0,0,0,0,"0",0,2,0,0,0,1,1,0,0,1,0,0,11
"454",454,"Marzo","viernes, 02 de marzo de 2018","Empresas","Taller de educación vial","Pasteur","Empresas comerciales y de servicios ","Cra. 52 #50-55","Guayabal","Comuna10LaCandelaria",30,5,25,"0",2,3,0,5,0,0,0,0,"0",5,20,0,10,0,15,0,0,0,0,1,0,10
"455",455,"Marzo","sábado, 03 de marzo de 2018","Empresas","Taller de educación vial","Distribuciones Medellín","Empresas comerciales y de servicios ","Cl. 2 #50-22","CRISTOREY","Comuna15Guayabal",33,16,17,"0",6,10,0,9,0,6,1,0,"0",1,16,0,4,0,10,3,0,0,0,1,0,15
"456",456,"Marzo","sábado, 03 de marzo de 2018","Empresas","Taller de educación vial","Distribuciones Medellín","Empresas comerciales y de servicios ","Calle 2 # 50-20","CRISTOREY","Comuna15Guayabal",47,27,20,"0",13,14,0,10,0,10,0,7,"0",5,15,0,5,0,15,0,0,0,0,1,0,15
"457",457,"Marzo","sábado, 03 de marzo de 2018","Empresas","Taller de educación vial","Distribuciones Medellín","Empresas comerciales y de servicios ","Calle 2 # 50-20","Miranda ","Comuna15Guayabal",48,22,26,"0",9,13,0,10,0,10,2,0,"0",8,18,0,0,0,26,0,0,0,0,1,0,15
"458",458,"Febrero","lunes, 26 de febrero de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institucion Educativa Arzobispo Tulio Botero Salazar","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CR 56 72 115","Miranda ","Comuna4Aranjuez",42,24,18,"0",0,3,0,0,0,0,0,24,"0",0,0,0,0,0,0,0,18,0,0,1,3,4
"459",459,"Febrero","martes, 27 de febrero de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institucion Educativa Arzobispo Tulio Botero Salazar","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CR 56 72 115","Miranda ","Comuna4Aranjuez",41,12,29,"21",0,0,0,0,0,0,0,12,"18",0,1,0,0,0,0,0,29,0,0,1,3,4
"460",460,"Febrero","miércoles, 28 de febrero de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institucion Educativa Arzobispo Tulio Botero Salazar","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CR 56 72 115","Miranda ","Comuna4Aranjuez",35,15,20,"12",0,2,0,0,0,0,0,15,"28",0,0,0,0,0,0,0,20,0,0,1,3,4
"461",461,"Marzo","jueves, 01 de marzo de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institucion Educativa Arzobispo Tulio Botero Salazar","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CR 56 72 115","Miranda ","Comuna4Aranjuez",37,21,16,"13",0,3,0,0,0,0,0,21,"20",0,1,0,0,0,0,0,16,0,0,1,3,4
"462",462,"Marzo","viernes, 02 de marzo de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institucion Educativa Arzobispo Tulio Botero Salazar","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CR 56 72 115","Caribe","Comuna4Aranjuez",45,23,22,"18",0,3,0,0,0,0,0,23,"15",0,0,0,0,0,0,0,22,0,0,1,3,4
"463",463,"Febrero","lunes, 26 de febrero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  160","Caribe","Comuna5Castilla",28,2,26,"20",0,2,0,0,0,0,2,0,"22",9,17,0,0,0,7,19,0,1,0,0,1,5
"464",464,"Febrero","lunes, 26 de febrero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  161","Caribe","Comuna5Castilla",12,1,11,"0",0,1,0,0,0,0,1,0,"0",3,7,1,0,0,5,6,0,1,0,0,1,5
"465",465,"Febrero","lunes, 26 de febrero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  162","Caribe","Comuna5Castilla",6,0,6,"0",0,0,0,0,0,0,0,0,"0",1,4,1,0,0,2,4,0,1,0,0,1,5
"466",466,"Febrero","martes, 27 de febrero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  163","Caribe","Comuna5Castilla",12,3,9,"0",0,3,0,0,1,1,1,0,"0",2,6,1,0,0,3,6,0,1,0,0,1,5
"467",467,"Febrero","martes, 27 de febrero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  164","Caribe","Comuna5Castilla",8,1,7,"0",0,1,0,0,0,0,1,0,"0",3,2,2,0,0,4,3,0,1,0,0,1,5
"468",468,"Febrero","martes, 27 de febrero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  165","Caribe","Comuna5Castilla",12,3,9,"0",1,1,1,0,0,2,1,0,"0",6,3,0,0,0,6,3,0,1,0,0,1,5
"469",469,"Febrero","miércoles, 28 de febrero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  166","Caribe","Comuna5Castilla",6,1,5,"0",0,1,0,0,0,0,1,0,"0",1,4,0,0,0,3,2,0,1,0,0,1,5
"470",470,"Febrero","miércoles, 28 de febrero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  167","Caribe","Comuna5Castilla",2,0,2,"0",0,0,0,0,0,0,0,0,"0",1,1,0,0,0,0,2,0,1,0,0,1,5
"471",471,"Febrero","miércoles, 28 de febrero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  168","Caribe","Comuna5Castilla",1,0,1,"0",0,0,0,0,0,0,0,0,"0",1,0,0,0,0,1,0,0,1,0,0,1,5
"472",472,"Marzo","jueves, 01 de marzo de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  169","Caribe","Comuna5Castilla",3,0,3,"0",0,0,0,0,0,0,0,0,"0",1,2,0,0,0,1,2,0,1,0,0,1,5
"473",473,"Marzo","jueves, 01 de marzo de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  170","Caribe","Comuna5Castilla",0,0,0,"0",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,5
"474",474,"Marzo","jueves, 01 de marzo de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  171","Caribe","Comuna5Castilla",0,0,0,"0",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,1,5
"475",475,"Marzo","viernes, 02 de marzo de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  172","Caribe","Comuna5Castilla",2,0,2,"0",0,0,0,0,0,0,0,0,"0",0,2,0,0,0,0,2,0,1,0,0,1,5
